"2/26/2019","0:00:00","87"
"2/26/2019","0:01:15","19"
"2/26/2019","0:02:30","73"
"2/26/2019","0:03:45","16"
"2/26/2019","0:05:00","78"
"2/26/2019","0:06:15","57"
"2/26/2019","0:07:30","87"
"2/26/2019","0:08:45","88"
"2/26/2019","0:10:00","70"
"2/26/2019","0:11:15","78"
"2/26/2019","0:12:30","49"
"2/26/2019","0:13:45","77"
"2/26/2019","0:15:00","72"
"2/26/2019","0:16:15","47"
"2/26/2019","0:17:30","23"
"2/26/2019","0:18:45","27"
"2/26/2019","0:20:00","25"
"2/26/2019","0:21:15","58"
"2/26/2019","0:22:30","42"
"2/26/2019","0:23:45","38"
"2/26/2019","0:25:00","65"
"2/26/2019","0:26:15","49"
"2/26/2019","0:27:30","72"
"2/26/2019","0:28:45","1"
"2/26/2019","0:30:00","74"
"2/26/2019","0:31:15","85"
"2/26/2019","0:32:30","45"
"2/26/2019","0:33:45","10"
"2/26/2019","0:35:00","70"
"2/26/2019","0:36:15","8"
"2/26/2019","0:37:30","82"
"2/26/2019","0:38:45","87"
"2/26/2019","0:40:00","79"
"2/26/2019","0:41:15","70"
"2/26/2019","0:42:30","3"
"2/26/2019","0:43:45","95"
"2/26/2019","0:45:00","48"
"2/26/2019","0:46:15","67"
"2/26/2019","0:47:30","32"
"2/26/2019","0:48:45","2"
"2/26/2019","0:50:00","78"
"2/26/2019","0:51:15","55"
"2/26/2019","0:52:30","84"
"2/26/2019","0:53:45","50"
"2/26/2019","0:55:00","59"
"2/26/2019","0:56:15","99"
"2/26/2019","0:57:30","89"
"2/26/2019","0:58:45","20"
"2/26/2019","1:00:00","69"
"2/26/2019","1:01:15","95"
"2/26/2019","1:02:30","68"
"2/26/2019","1:03:45","91"
"2/26/2019","1:05:00","36"
"2/26/2019","1:06:15","34"
"2/26/2019","1:07:30","14"
"2/26/2019","1:08:45","19"
"2/26/2019","1:10:00","30"
"2/26/2019","1:11:15","37"
"2/26/2019","1:12:30","32"
"2/26/2019","1:13:45","99"
"2/26/2019","1:15:00","48"
"2/26/2019","1:16:15","99"
"2/26/2019","1:17:30","20"
"2/26/2019","1:18:45","72"
"2/26/2019","1:20:00","26"
"2/26/2019","1:21:15","52"
"2/26/2019","1:22:30","91"
"2/26/2019","1:23:45","98"
"2/26/2019","1:25:00","75"
