"2/27/2019","0:00:00","76"
"2/27/2019","0:00:45","69"
"2/27/2019","0:01:30","41"
"2/27/2019","0:02:15","56"
"2/27/2019","0:03:00","46"
"2/27/2019","0:03:45","37"
"2/27/2019","0:04:30","43"
"2/27/2019","0:05:15","52"
"2/27/2019","0:06:00","16"
"2/27/2019","0:06:45","49"
"2/27/2019","0:07:30","90"
"2/27/2019","0:08:15","65"
"2/27/2019","0:09:00","41"
"2/27/2019","0:09:45","5"
"2/27/2019","0:10:30","9"
"2/27/2019","0:11:15","20"
"2/27/2019","0:12:00","88"
"2/27/2019","0:12:45","38"
"2/27/2019","0:13:30","4"
"2/27/2019","0:14:15","24"
"2/27/2019","0:15:00","12"
"2/27/2019","0:15:45","84"
"2/27/2019","0:16:30","92"
"2/27/2019","0:17:15","50"
"2/27/2019","0:18:00","7"
"2/27/2019","0:18:45","52"
"2/27/2019","0:19:30","9"
"2/27/2019","0:20:15","84"
"2/27/2019","0:21:00","96"
"2/27/2019","0:21:45","40"
"2/27/2019","0:22:30","14"
"2/27/2019","0:23:15","73"
"2/27/2019","0:24:00","83"
"2/27/2019","0:24:45","90"
"2/27/2019","0:25:30","25"
"2/27/2019","0:26:15","6"
"2/27/2019","0:27:00","4"
"2/27/2019","0:27:45","95"
"2/27/2019","0:28:30","86"
"2/27/2019","0:29:15","75"
"2/27/2019","0:30:00","55"
"2/27/2019","0:30:45","23"
"2/27/2019","0:31:30","66"
"2/27/2019","0:32:15","55"
"2/27/2019","0:33:00","1"
"2/27/2019","0:33:45","40"
"2/27/2019","0:34:30","76"
"2/27/2019","0:35:15","87"
"2/27/2019","0:36:00","88"
"2/27/2019","0:36:45","75"
"2/27/2019","0:37:30","6"
"2/27/2019","0:38:15","19"
"2/27/2019","0:39:00","99"
"2/27/2019","0:39:45","76"
"2/27/2019","0:40:30","1"
"2/27/2019","0:41:15","31"
"2/27/2019","0:42:00","65"
"2/27/2019","0:42:45","55"
"2/27/2019","0:43:30","9"
"2/27/2019","0:44:15","87"
"2/27/2019","0:45:00","80"
"2/27/2019","0:45:45","63"
"2/27/2019","0:46:30","74"
"2/27/2019","0:47:15","33"
"2/27/2019","0:48:00","8"
"2/27/2019","0:48:45","85"
"2/27/2019","0:49:30","30"
"2/27/2019","0:50:15","6"
"2/27/2019","0:51:00","58"
"2/27/2019","0:51:45","5"
"2/27/2019","0:52:30","34"
"2/27/2019","0:53:15","72"
"2/27/2019","0:54:00","7"
"2/27/2019","0:54:45","73"
"2/27/2019","0:55:30","52"
"2/27/2019","0:56:15","51"
"2/27/2019","0:57:00","23"
"2/27/2019","0:57:45","76"
"2/27/2019","0:58:30","96"
"2/27/2019","0:59:15","27"
"2/27/2019","1:00:00","91"
"2/27/2019","1:00:45","60"
"2/27/2019","1:01:30","91"
"2/27/2019","1:02:15","2"
