"2/28/2019","0:00:00","96"
"2/28/2019","0:00:35","12"
"2/28/2019","0:01:10","75"
"2/28/2019","0:01:45","3"
"2/28/2019","0:02:20","92"
"2/28/2019","0:02:55","44"
"2/28/2019","0:03:30","5"
"2/28/2019","0:04:05","55"
"2/28/2019","0:04:40","48"
"2/28/2019","0:05:15","40"
"2/28/2019","0:05:50","72"
"2/28/2019","0:06:25","18"
"2/28/2019","0:07:00","87"
"2/28/2019","0:07:35","61"
"2/28/2019","0:08:10","93"
"2/28/2019","0:08:45","64"
"2/28/2019","0:09:20","61"
"2/28/2019","0:09:55","18"
"2/28/2019","0:10:30","77"
"2/28/2019","0:11:05","28"
"2/28/2019","0:11:40","33"
"2/28/2019","0:12:15","18"
"2/28/2019","0:12:50","10"
"2/28/2019","0:13:25","17"
"2/28/2019","0:14:00","86"
"2/28/2019","0:14:35","77"
"2/28/2019","0:15:10","44"
"2/28/2019","0:15:45","72"
"2/28/2019","0:16:20","56"
"2/28/2019","0:16:55","35"
"2/28/2019","0:17:30","65"
"2/28/2019","0:18:05","81"
"2/28/2019","0:18:40","15"
"2/28/2019","0:19:15","44"
"2/28/2019","0:19:50","14"
"2/28/2019","0:20:25","68"
"2/28/2019","0:21:00","44"
"2/28/2019","0:21:35","30"
"2/28/2019","0:22:10","22"
"2/28/2019","0:22:45","20"
"2/28/2019","0:23:20","36"
"2/28/2019","0:23:55","100"
"2/28/2019","0:24:30","100"
"2/28/2019","0:25:05","78"
"2/28/2019","0:25:40","3"
"2/28/2019","0:26:15","34"
"2/28/2019","0:26:50","58"
"2/28/2019","0:27:25","62"
"2/28/2019","0:28:00","54"
"2/28/2019","0:28:35","76"
"2/28/2019","0:29:10","32"
"2/28/2019","0:29:45","74"
"2/28/2019","0:30:20","35"
"2/28/2019","0:30:55","15"
"2/28/2019","0:31:30","68"
"2/28/2019","0:32:05","48"
"2/28/2019","0:32:40","2"
"2/28/2019","0:33:15","36"
"2/28/2019","0:33:50","8"
"2/28/2019","0:34:25","80"
"2/28/2019","0:35:00","83"
"2/28/2019","0:35:35","21"
"2/28/2019","0:36:10","20"
"2/28/2019","0:36:45","15"
